,0
2024-06-02 02:00:00+00:00,-0.18907997
2024-06-02 03:00:00+00:00,-0.5592412
2024-06-02 04:00:00+00:00,-0.6372733
2024-06-02 05:00:00+00:00,-0.47282654
2024-06-02 06:00:00+00:00,-0.17253298
2024-06-02 07:00:00+00:00,0.06605992
2024-06-02 08:00:00+00:00,0.10520518
2024-06-02 09:00:00+00:00,0.030222535
2024-06-02 10:00:00+00:00,0.06690258
2024-06-02 11:00:00+00:00,0.19814765
2024-06-02 12:00:00+00:00,-0.06469107
2024-06-02 13:00:00+00:00,-0.2666741
2024-06-02 14:00:00+00:00,-0.104005456
2024-06-02 15:00:00+00:00,-0.4252366
2024-06-02 16:00:00+00:00,-0.25094068
2024-06-02 17:00:00+00:00,-0.2661939
2024-06-02 18:00:00+00:00,-0.13760695
2024-06-02 19:00:00+00:00,-0.03178346
2024-06-02 20:00:00+00:00,0.04370302
2024-06-02 21:00:00+00:00,0.0106989145
2024-06-02 22:00:00+00:00,-0.16682953
2024-06-02 23:00:00+00:00,-0.2511375
2024-06-03 00:00:00+00:00,-0.3331583
2024-06-03 01:00:00+00:00,-0.2980625
2024-06-03 02:00:00+00:00,-0.36719805
2024-06-03 03:00:00+00:00,-0.6296712
2024-06-03 04:00:00+00:00,-0.63992465
2024-06-03 05:00:00+00:00,-0.22409946
2024-06-03 06:00:00+00:00,-0.065615535
2024-06-03 07:00:00+00:00,-0.1577596
2024-06-03 08:00:00+00:00,-0.1337142
2024-06-03 09:00:00+00:00,-0.037379384
2024-06-03 10:00:00+00:00,0.17193353
2024-06-03 11:00:00+00:00,0.07342756
2024-06-03 12:00:00+00:00,0.3165624
2024-06-03 13:00:00+00:00,-0.26600707
2024-06-03 14:00:00+00:00,-0.11972988
2024-06-03 15:00:00+00:00,0.054932117
2024-06-03 16:00:00+00:00,-0.3852496
2024-06-03 17:00:00+00:00,-0.14688927
2024-06-03 18:00:00+00:00,0.034678828
2024-06-03 19:00:00+00:00,-0.10535762
2024-06-03 20:00:00+00:00,-0.03597918
2024-06-03 21:00:00+00:00,0.0034177303
2024-06-03 22:00:00+00:00,-0.1099571
2024-06-03 23:00:00+00:00,-0.13980055
2024-06-04 00:00:00+00:00,-0.15969187
2024-06-04 01:00:00+00:00,-0.011189103
2024-06-04 02:00:00+00:00,0.6188846
2024-06-04 03:00:00+00:00,0.22759515
2024-06-04 04:00:00+00:00,-0.03439407
2024-06-04 05:00:00+00:00,-0.13195676
2024-06-04 06:00:00+00:00,-0.118085325
2024-06-04 07:00:00+00:00,0.20354539
2024-06-04 08:00:00+00:00,-0.17369848
2024-06-04 09:00:00+00:00,0.88581157
2024-06-04 10:00:00+00:00,-0.31719804
2024-06-04 11:00:00+00:00,-0.53198195
2024-06-04 12:00:00+00:00,-0.5734997
2024-06-04 13:00:00+00:00,-0.27341473
2024-06-04 14:00:00+00:00,0.21477628
2024-06-04 15:00:00+00:00,0.04650587
2024-06-04 16:00:00+00:00,-0.39402777
2024-06-04 17:00:00+00:00,-0.11129324
2024-06-04 18:00:00+00:00,0.043036323
2024-06-04 19:00:00+00:00,-0.08460605
2024-06-04 20:00:00+00:00,0.13611448
2024-06-04 21:00:00+00:00,0.09335899
2024-06-04 22:00:00+00:00,-0.0962131
2024-06-04 23:00:00+00:00,-0.14889717
2024-06-05 00:00:00+00:00,-0.104619265
2024-06-05 01:00:00+00:00,-0.06058103
2024-06-05 02:00:00+00:00,-0.2151531
2024-06-05 03:00:00+00:00,-0.3883263
2024-06-05 04:00:00+00:00,-0.27028376
2024-06-05 05:00:00+00:00,-0.013455689
2024-06-05 06:00:00+00:00,0.46340913
2024-06-05 07:00:00+00:00,0.26185465
2024-06-05 08:00:00+00:00,0.20084357
2024-06-05 09:00:00+00:00,0.18023622
2024-06-05 10:00:00+00:00,0.27098656
2024-06-05 11:00:00+00:00,0.3054378
2024-06-05 12:00:00+00:00,-0.09090233
2024-06-05 13:00:00+00:00,-0.2688781
2024-06-05 14:00:00+00:00,-0.29793906
2024-06-05 15:00:00+00:00,-0.39683414
2024-06-05 16:00:00+00:00,-0.74315417
2024-06-05 17:00:00+00:00,-0.38180843
2024-06-05 18:00:00+00:00,-0.16519865
2024-06-05 19:00:00+00:00,-0.19132863
2024-06-05 20:00:00+00:00,0.037669316
2024-06-05 21:00:00+00:00,-0.08446914
2024-06-05 22:00:00+00:00,-0.22630581
2024-06-05 23:00:00+00:00,-0.23406011
2024-06-06 00:00:00+00:00,-0.20076406
2024-06-06 01:00:00+00:00,-0.13206834
2024-06-06 02:00:00+00:00,-0.19660103
2024-06-06 03:00:00+00:00,-0.39484096
2024-06-06 04:00:00+00:00,-0.30482438
2024-06-06 05:00:00+00:00,-0.27009404
2024-06-06 06:00:00+00:00,-0.08695406
2024-06-06 07:00:00+00:00,-0.6203766
2024-06-06 08:00:00+00:00,-0.43175066
2024-06-06 09:00:00+00:00,-0.060112476
2024-06-06 10:00:00+00:00,-0.28809428
2024-06-06 11:00:00+00:00,0.11470628
2024-06-06 12:00:00+00:00,0.24325335
2024-06-06 13:00:00+00:00,0.78658843
2024-06-06 14:00:00+00:00,0.6296092
2024-06-06 15:00:00+00:00,0.35456932
2024-06-06 16:00:00+00:00,-0.17594624
2024-06-06 17:00:00+00:00,-0.23973578
2024-06-06 18:00:00+00:00,-0.16069327
2024-06-06 19:00:00+00:00,-0.27591258
2024-06-06 20:00:00+00:00,-0.09972586
2024-06-06 21:00:00+00:00,-0.10066342
2024-06-06 22:00:00+00:00,-0.21397796
2024-06-06 23:00:00+00:00,-0.19106501
2024-06-07 00:00:00+00:00,-0.14155835
2024-06-07 01:00:00+00:00,-0.09928888
2024-06-07 02:00:00+00:00,-0.15068978
2024-06-07 03:00:00+00:00,-0.26154143
2024-06-07 04:00:00+00:00,-0.19982643
2024-06-07 05:00:00+00:00,-0.18575355
2024-06-07 06:00:00+00:00,-0.20625854
2024-06-07 07:00:00+00:00,0.13606799
2024-06-07 08:00:00+00:00,0.052065253
2024-06-07 09:00:00+00:00,0.36846685
2024-06-07 10:00:00+00:00,-0.16659367
2024-06-07 11:00:00+00:00,-0.16338801
2024-06-07 12:00:00+00:00,0.044269204
2024-06-07 13:00:00+00:00,-0.041835785
2024-06-07 14:00:00+00:00,0.17341697
2024-06-07 15:00:00+00:00,0.22379822
2024-06-07 16:00:00+00:00,-0.35929185
2024-06-07 17:00:00+00:00,-0.2725639
2024-06-07 18:00:00+00:00,-0.079305276
2024-06-07 19:00:00+00:00,-0.11945942
2024-06-07 20:00:00+00:00,-0.08545983
2024-06-07 21:00:00+00:00,-0.05168256
2024-06-07 22:00:00+00:00,-0.13568404
2024-06-07 23:00:00+00:00,-0.16602999
2024-06-08 00:00:00+00:00,-0.20258212
2024-06-08 01:00:00+00:00,-0.2049185
2024-06-08 02:00:00+00:00,-0.30189955
2024-06-08 03:00:00+00:00,-0.32551175
2024-06-08 04:00:00+00:00,-0.40021694
2024-06-08 05:00:00+00:00,-0.3299044
2024-06-08 06:00:00+00:00,-0.4972609
2024-06-08 07:00:00+00:00,-0.5606338
2024-06-08 08:00:00+00:00,-0.59368646
2024-06-08 09:00:00+00:00,-0.5333285
2024-06-08 10:00:00+00:00,-0.065924525
2024-06-08 11:00:00+00:00,0.20502067
2024-06-08 12:00:00+00:00,-0.22891754
2024-06-08 13:00:00+00:00,-0.3644442
2024-06-08 14:00:00+00:00,-0.38326126
2024-06-08 15:00:00+00:00,-0.37002692
2024-06-08 16:00:00+00:00,-0.3741789
2024-06-08 17:00:00+00:00,-0.16050106
2024-06-08 18:00:00+00:00,-0.035829544
2024-06-08 19:00:00+00:00,0.06459549
2024-06-08 20:00:00+00:00,0.12785655
2024-06-08 21:00:00+00:00,0.21423978
2024-06-08 22:00:00+00:00,0.17910367
2024-06-08 23:00:00+00:00,0.103146315
2024-06-09 00:00:00+00:00,-0.0004900694
2024-06-09 01:00:00+00:00,-0.041590035
2024-06-09 02:00:00+00:00,-0.14600974
